No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Section,No plan,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain
1,07/06/2024,Vente,109900.0,2.0,RUE,0245,DES BERGAMOTTES,95110.0,SANNOIS,95,582,AC,323,2,3.0,Dépendance,0.0,0.0,,
1,04/04/2024,Vente,115000.0,54.0,RUE,0488,JEAN-FRANCOIS MILLET - VAS,50440.0,LA HAGUE,50,41,ZH,33,0,1.0,Maison,144.0,8.0,S,500.0
1,16/05/2024,Vente,102000.0,32.0,RUE,0009,DU CHEVAL BLANC,44320.0,CHAUMES-EN-RETZ,44,5,AC,915,0,3.0,Dépendance,0.0,0.0,S,211.0
1,04/06/2024,Vente,177000.0,3.0,AV,0060,ANATOLE FRANCE,94600.0,CHOISY-LE-ROI,94,22,M,215,2,3.0,Dépendance,0.0,0.0,,
1,28/02/2024,Vente,162000.0,178.0,AV,2980,DE VERDUN,36000.0,CHATEAUROUX,36,44,CK,334,0,3.0,Dépendance,0.0,0.0,S,2465.0
1,20/03/2024,Vente,96900.0,8.0,RUE,0262,DE LA LIBERATION,88300.0,NEUFCHATEAU,88,321,AN,213,0,1.0,Maison,90.0,3.0,S,90.0
1,13/02/2024,Vente,112250.0,19.0,,A121,LE CLOS DES VIGNES,33720.0,BARSAC,33,30,B,632,1,2.0,Appartement,39.0,2.0,,
1,18/01/2024,Vente,166641.0,291.0,AV,9430,DE DUNKERQUE LOMME,59160.0,LILLE,59,350,C,6616,2,2.0,Appartement,54.0,2.0,,
1,30/04/2024,Vente,139280.0,33.0,RUE,0141,DE L EGLISE,56690.0,LANDEVANT,56,97,AB,232,2,3.0,Dépendance,0.0,0.0,,
1,13/06/2024,Vente,140780.0,40.0,RUE,0040,DES BAUMES,34290.0,SERVIAN,34,300,AB,169,0,1.0,Maison,123.0,3.0,S,55.0
1,10/06/2024,Vente,120000.0,1.0,PL,0040,DES CHARMES,63460.0,COMBRONDE,63,116,AC,258,0,1.0,Maison,76.0,5.0,S,445.0
1,06/02/2024,Vente,184100.0,140.0,CHE,1725,DE LA COSTIERE,6000.0,NICE,06,88,LZ,31,1,3.0,Dépendance,0.0,0.0,,
1,26/02/2024,Vente,83333.33,543.0,CHE,0080,DES BRUSQUETS,6220.0,VALLAURIS,06,155,AI,215,0,2.0,Appartement,50.0,1.0,S,125.0
1,09/01/2024,Vente,40000.0,27.0,AV,0640,CARNOT,30100.0,ALES,30,7,CA,459,0,3.0,Dépendance,0.0,0.0,S,141.0
1,27/03/2024,Vente,143500.0,58.0,RUE,0865,DU ONZE NOVEMBRE,59250.0,HALLUIN,59,279,AK,473,1,3.0,Dépendance,0.0,0.0,,
1,17/01/2024,Vente,190000.0,84.0,,B012,LA GRAVETTE,11300.0,LA DIGNE D AVAL,11,120,AE,1,0,1.0,Maison,103.0,4.0,S,1335.0
1,22/01/2024,Vente,320000.0,24.0,RUE,4760,DE LA TOUR D AUVERGNE,37000.0,TOURS,37,261,CM,370,0,3.0,Dépendance,0.0,0.0,S,115.0
1,18/04/2024,Vente,57000.0,50.0,RUE,0060,DE CONTY,80480.0,VERS-SUR-SELLE,80,791,AE,51,0,3.0,Dépendance,0.0,0.0,S,222.0
1,05/01/2024,Vente,208500.0,4.0,,B138,MEVEILLE,86200.0,CEAUX-EN-LOUDUN,86,44,YE,12,0,3.0,Dépendance,0.0,0.0,S,675.0
1,21/06/2024,Vente,115500.0,58.0,CHE,1196,EUGENE MANCEL,81000.0,ALBI,81,4,BD,316,1,2.0,Appartement,46.0,2.0,,
1,26/06/2024,Vente,160000.0,2.0,,B026,LES PLACES,36100.0,CONDE,36,59,ZM,33,0,3.0,Dépendance,0.0,0.0,S,979.0
1,26/06/2024,Vente,100000.0,5002.0,,B009,LE BOURG,61700.0,PERROU,61,326,A,290,0,4.0,Local industriel. commercial ou assimilé,199.0,0.0,S,125.0
1,12/03/2024,Vente,200000.0,5.0,RUE,1285,DES PINS,6110.0,LE CANNET,06,30,AW,258,1,3.0,Dépendance,0.0,0.0,,
2,02/02/2024,Vente,632800.0,126.0,CHE,0170,DU LAVOIR,73000.0,JACOB-BELLECOMBETTE,73,137,AK,1143,0,1.0,Maison,120.0,6.0,,
1,30/01/2024,Vente,84500.0,16.0,RUE,0700,GRANDE SAINT MAURICE,77130.0,MONTEREAU FAULT YONNE,77,305,AR,345,1,3.0,Dépendance,0.0,0.0,,
2,10/02/2024,Vente,130000.0,4.0,RTE,0100,DE CHEROY,77940.0,VOULX,77,531,AH,615,0,1.0,Maison,63.0,4.0,,
2,23/05/2024,Vente,150900.0,2737.0,CHEM,0125,DE LA SARRADE D'AUBEZE,32200.0,ESCORNEBOEUF,32,123,D,1230,0,1.0,Maison,53.0,3.0,,
1,07/06/2024,Vente,275000.0,66.0,RUE,0120,D ETAPLES,62187.0,DANNES,62,264,AD,120,0,1.0,Maison,55.0,3.0,S,590.0
1,11/03/2024,Vente,165300.0,33.0,RUE,1690,EDOUARD VAILLANT,10000.0,TROYES,10,387,CO,587,2,3.0,Dépendance,0.0,0.0,,
1,04/04/2024,Vente,115450.0,76.0,RUE,7060,PIERRE CORNEILLE,26000.0,VALENCE,26,362,CN,34,2,3.0,Dépendance,0.0,0.0,,
1,10/02/2024,Vente,132000.0,34.0,RUE,0410,JACQUES PREVERT,72160.0,CONNERRE,72,90,AI,166,0,1.0,Maison,69.0,3.0,S,791.0
1,12/01/2024,Vente,2302531.0,575.0,RTE,0398,DU PLANAY,74120.0,MEGEVE,74,173,D,1280,3,2.0,Appartement,140.0,5.0,,
1,14/06/2024,Vente,145000.0,39.0,AV,2535,DU LAC,49300.0,CHOLET,49,99,CY,1269,1,3.0,Dépendance,0.0,0.0,,
1,23/02/2024,Vente,19513148.0,167.0,AV,6160,DE MURET,31300.0,TOULOUSE,31,555,AK,514,0,2.0,Appartement,25.0,1.0,AB,5692.0
1,15/01/2024,Vente,330000.0,5675.0,,B113,CORBUSSON,53940.0,SAINT-BERTHEVIN,53,201,ZW,32,0,3.0,Dépendance,0.0,0.0,AG,741.0
1,16/02/2024,Vente,180000.0,41.0,AV,7175,DE LA PTE DE VILLIERS,92200.0,NEUILLY-SUR-SEINE,92,51,Y,74,1,3.0,Dépendance,0.0,0.0,,
1,07/05/2024,Vente,276600.0,13.0,RUE,0360,DE BOIGNE,73000.0,CHAMBERY,73,65,BO,87,3,3.0,Dépendance,0.0,0.0,,
1,15/02/2024,Vente,198000.0,11.0,AV,0590,DE LA REPUBLIQUE,14800.0,DEAUVILLE,14,220,AI,823,7,2.0,Appartement,42.0,2.0,,
1,26/06/2024,Vente,1510000.0,40.0,AV,4381,DE HAMBOURG,13008.0,MARSEILLE 8EME,13,208,C,254,1,4.0,Local industriel. commercial ou assimilé,80.0,0.0,,
1,12/04/2024,Vente,69000.0,24.0,RUE,1450,DE LA CHARPENTERIE,45000.0,ORLEANS,45,234,BL,215,2,2.0,Appartement,19.0,1.0,,
1,25/04/2024,Vente,255000.0,10.0,RUE,4715,DU TELEGRAPHE,37100.0,TOURS,37,261,AE,571,0,3.0,Dépendance,0.0,0.0,AG,541.0
1,13/06/2024,Vente,200000.0,15.0,GR,0033,GRANDE RUE,27320.0,NONANCOURT,27,438,D,1788,0,2.0,Appartement,80.0,4.0,AG,1029.0
1,23/04/2024,Vente,385000.0,17.0,RUE,2537,DE FORESTA,6300.0,NICE,06,88,KM,35,1,2.0,Appartement,65.0,3.0,,
1,02/04/2024,Vente,194000.0,1298.0,RUE,0053,DE LA RIVIERE,62370.0,ZUTKERQUE,62,906,A,714,0,1.0,Maison,130.0,5.0,S,1005.0
1,29/02/2024,Vente,1000000.0,9002.0,RUE,0080,DE BICETRE,77640.0,JOUARRE,77,238,AD,330,0,1.0,Maison,170.0,10.0,S,4681.0
1,19/02/2024,Vente,530000.0,131.0,,B193,LE PENELO,44410.0,SAINT-LYPHARD,44,175,ZR,140,0,1.0,Maison,195.0,6.0,S,785.0
1,22/02/2024,Vente,121000.0,28.0,RUE,0080,DES ARTISANS,14100.0,LISIEUX,14,366,AC,282,4,3.0,Dépendance,0.0,0.0,,
1,13/03/2024,Vente,145000.0,10.0,RUE,3300,DU GRAND VILLIERS,45000.0,ORLEANS,45,234,CL,522,1,2.0,Appartement,66.0,3.0,,
1,15/02/2024,Vente,320200.0,27.0,RUE,0610,DE LA MORANDIERE,33185.0,LE HAILLAN,33,200,AW,388,1,1.0,Maison,79.0,4.0,,
1,31/01/2024,Vente,230000.0,19.0,CHE,1546,REY,83500.0,LA SEYNE SUR MER,83,126,AY,151,2,2.0,Appartement,59.0,3.0,,
1,12/02/2024,Vente,439760.0,6.0,RUE,0360,DE LA REPUBLIQUE,69270.0,SAINT-ROMAIN-AU-MONT-D OR,69,233,AC,684,1,3.0,Dépendance,0.0,0.0,,
1,19/02/2024,Vente,5000.0,4.0,CITE,A100,CHABERT,26000.0,VALENCE,26,362,CH,450,1,4.0,Local industriel. commercial ou assimilé,50.0,0.0,,
1,25/01/2024,Vente,175000.0,271.0,CHE,0012,DES CHASSIS,30160.0,GAGNIERES,30,120,AC,277,0,1.0,Maison,100.0,5.0,T,1000.0
1,29/05/2024,Vente,140000.0,9.0,RUE,0030,DE LA GLYCINE,61220.0,BELLOU EN HOULME,61,40,AB,423,0,4.0,Local industriel. commercial ou assimilé,673.0,0.0,S,1901.0
1,20/01/2024,Vente,40000.0,3.0,IMP,0093,PILLEMOY,18130.0,DUN SUR AURON,18,87,AX,136,0,3.0,Dépendance,0.0,0.0,S,158.0
1,05/06/2024,Vente,12500.0,17.0,RTE,0760,DE VILLEFRANCHE,3430.0,COSNE-D ALLIER,03,84,AN,133,0,1.0,Maison,45.0,1.0,S,225.0
1,22/05/2024,Vente,143500.0,96.0,BD,5470,MANSART,21000.0,DIJON,21,231,CM,50,2,3.0,Dépendance,0.0,0.0,,
1,20/03/2024,Vente,144500.0,4.0,RUE,0350,RENE JEANGRAND,38119.0,PIERRE-CHATEL,38,304,AE,213,0,2.0,Appartement,56.0,2.0,S,220.0
1,23/02/2024,Vente,107000.0,1549.0,RUE,0205,DE BRETTEVILLE,14123.0,IFS,14,341,BA,79,2,2.0,Appartement,62.0,3.0,,
1,25/03/2024,Vente,131940.0,5.0,RUE,0076,DU 11 NOVEMBRE,9100.0,LA TOUR-DU-CRIEU,09,312,AC,57,0,1.0,Maison,90.0,4.0,S,839.0
1,29/05/2024,Vente,128000.0,6575.0,,B106,LE PLAN ORIENTAL,83440.0,MONTAUROUX,83,81,G,1485,1,4.0,Local industriel. commercial ou assimilé,45.0,0.0,,
2,26/06/2024,Vente,127500.0,23.0,RTE,2421,DU PUY DE BAS,87500.0,ST YRIEIX LA PERCHE,87,187,XK,182,0,1.0,Maison,79.0,4.0,,
1,10/04/2024,Vente,156500.0,9001.0,RES,A070,DE LA THEUILLERIE,91130.0,RIS-ORANGIS,91,521,AB,485,2,3.0,Dépendance,0.0,0.0,,
1,28/02/2024,Vente,955000.0,14.0,RUE,4895,PAUL DEROULEDE,6000.0,NICE,06,88,LA,254,2,2.0,Appartement,70.0,3.0,,
1,11/03/2024,Vente,345000.0,41.0,RUE,3630,DU VINCIN,56000.0,VANNES,56,260,CZ,204,1,3.0,Dépendance,0.0,0.0,,
1,17/05/2024,Vente,58500.0,21.0,AV,2476,DE QUAKENBRUCK,61000.0,ALENCON,61,1,AS,334,2,3.0,Dépendance,0.0,0.0,,
2,18/01/2024,Vente,889000.0,5003.0,,B088,PANELLY,83860.0,NANS-LES-PINS,83,87,B,4171,0,3.0,Dépendance,0.0,0.0,S,500.0
1,26/03/2024,Vente,580000.0,41.0,RUE,4190,SAINT PIERRE,49300.0,CHOLET,49,99,AC,285,0,2.0,Appartement,59.0,3.0,S,253.0
1,30/04/2024,Vente,7352272.5,99.0,AV,5178,LOUIS ROCHE,92230.0,GENNEVILLIERS,92,36,P,242,0,4.0,Local industriel. commercial ou assimilé,2325.0,0.0,S,17430.0
1,23/04/2024,Vente,235540.0,18.0,RUE,5917,DES MOUETTES,35400.0,SAINT-MALO,35,288,VT,57,0,1.0,Maison,85.0,4.0,S,528.0
1,27/06/2024,Vente,427000.0,81.0,BD,0341,DE LA MER,17440.0,AYTRE,17,28,AZ,257,0,1.0,Maison,84.0,4.0,S,270.0
1,25/04/2024,Vente,157500.0,18.0,RUE,0248,DES PRUNIERS,31150.0,GRATENTOUR,31,230,AK,39,0,1.0,Maison,95.0,4.0,S,706.0
1,23/04/2024,Vente,179000.0,9013.0,AV,1350,DE LA ROCHE BLANCHE,17110.0,SAINT-GEORGES-DE-DIDONNE,17,333,AY,291,1,1.0,Maison,32.0,3.0,,
1,19/04/2024,Vente,105000.0,14.0,RUE,0080,DE CAMBRAI,62860.0,EPINOY,62,298,B,514,0,3.0,Dépendance,0.0,0.0,J,453.0
1,14/02/2024,Vente,130000.0,9085.0,IMP,3063,DU MONDON,85160.0,SAINT-JEAN-DE-MONTS,85,234,AE,256,0,1.0,Maison,60.0,2.0,J,332.0
1,27/02/2024,Vente,488000.0,99.0,AV,8125,RASPAIL,94210.0,SAINT-MAUR-DES-FOSSES,94,68,EK,58,0,1.0,Maison,90.0,4.0,S,126.0
1,17/06/2024,Vente,135000.0,135.0,AV,3290,DE LODEVE,34080.0,MONTPELLIER,34,172,KX,289,2,2.0,Appartement,73.0,4.0,,
1,19/06/2024,Vente,216007.2,5220.0,,B052,POINTE PHILIPPEAUX,97228.0,SAINTE LUCE,972,27,I,220,1,4.0,Local industriel. commercial ou assimilé,61.0,0.0,,
1,27/06/2024,Vente,6700000.0,1.0,RES,A197,JEAN JAURES,91120.0,PALAISEAU,91,477,BN,132,0,3.0,Dépendance,0.0,0.0,AG,1000.0
1,14/03/2024,Vente,415018.0,9024.0,,B059,GAUSSENS,47520.0,LE PASSAGE,47,201,AO,112,0,4.0,Local industriel. commercial ou assimilé,321.0,0.0,S,756.0
1,01/03/2024,Vente,158000.0,40.0,RUE,0840,LABRETECHE,8200.0,SEDAN,08,409,BE,128,0,1.0,Maison,96.0,6.0,S,408.0
1,08/03/2024,Vente,197180.0,62.0,RUE,7504,PIXERECOURT,75020.0,PARIS 20,75,120,AT,19,2,2.0,Appartement,28.0,1.0,,
1,02/05/2024,Vente,17000000.0,6.0,RUE,4951,JEAN ROISIN,59800.0,LILLE,59,350,LR,326,0,4.0,Local industriel. commercial ou assimilé,94.0,0.0,S,1441.0
1,18/04/2024,Vente,15000.0,155.0,RUE,1546,NEHOUA,97422.0,SAINT-PAUL,974,15,ER,1639,0,1.0,Maison,131.0,4.0,S,660.0
1,28/05/2024,Vente,501550.0,6.0,AV,8550,SEVERINE,92400.0,COURBEVOIE,92,26,AT,68,2,3.0,Dépendance,0.0,0.0,,
2,04/06/2024,Vente,190000.0,9004.0,,B103,BEL AIR,35270.0,COMBOURG,35,85,AI,495,0,3.0,Dépendance,0.0,0.0,,
1,05/03/2024,Vente,1325000.0,9005.0,RTE,3115,DE MONTREAL,11000.0,CARCASSONNE,11,69,PY,11,0,4.0,Local industriel. commercial ou assimilé,2541.0,0.0,S,1880.0
1,22/03/2024,Vente,212000.0,81.0,AV,0340,CERNUSCHI,6500.0,MENTON,06,83,BI,28,2,2.0,Appartement,43.0,2.0,,
1,21/02/2024,Vente,45000.0,6.0,AV,0685,DOC JEAN JACQUES PERRON,83400.0,HYERES,83,69,BB,302,1,3.0,Dépendance,0.0,0.0,,
1,07/02/2024,Vente,45000.0,9001.0,PL,0315,ARNAUD BISSON,2100.0,SAINT QUENTIN,02,691,AK,25,1,3.0,Dépendance,0.0,0.0,,
1,05/04/2024,Vente,138000.0,6.0,RTE,0400,BELLES VUES,50240.0,SAINT-SENIER-DE-BEUVRON,50,553,ZW,62,0,1.0,Maison,122.0,4.0,S,527.0
1,06/03/2024,Vente,504000.0,2264.0,RTE,0075,DU GRISARD,69560.0,SAINT CYR SUR LE RHONE,69,193,AB,394,0,3.0,Dépendance,0.0,0.0,S,964.0
1,11/01/2024,Adjudication,52000.0,18.0,RUE,0039,DE LA POTERIE,28800.0,ALLUYES,28,5,ZV,63,0,1.0,Maison,85.0,3.0,AG,516.0
1,22/01/2024,Vente,279000.0,1.0,RES,A175,LE PRATEY,50400.0,GRANVILLE,50,218,AS,465,1,3.0,Dépendance,0.0,0.0,,
1,07/06/2024,Vente,47400.0,2.0,RUE,4000,DU PLAT D ETAIN,37000.0,TOURS,37,261,ER,390,1,4.0,Local industriel. commercial ou assimilé,37.0,0.0,,
1,04/06/2024,Vente,189500.0,33.0,AV,1800,DES LAURIERS,6160.0,ANTIBES,06,4,CO,26,2,3.0,Dépendance,0.0,0.0,,
1,29/03/2024,Vente,806345.0,18.0,RUE,2171,DU PARC DE CLAGNY,78000.0,VERSAILLES,78,646,AP,97,2,2.0,Appartement,102.0,4.0,,
1,23/04/2024,Vente,8999.0,10.0,AV,0250,DE L EGLISE,33470.0,GUJAN MESTRAS,33,199,BO,259,1,3.0,Dépendance,0.0,0.0,,
1,18/03/2024,Vente,1565500.0,2.0,PAS,0816,DES ROSEAUX,83120.0,SAINTE MAXIME,83,115,AH,513,0,1.0,Maison,176.0,4.0,S,500.0
1,31/05/2024,Vente,20000.0,90.0,CHE,0740,DES PETITS BOIS,74380.0,CRANVES-SALES,74,94,E,2685,1,3.0,Dépendance,0.0,0.0,,
1,19/04/2024,Vente,151500.0,3.0,RUE,0436,DE VILLENEUVE,31220.0,CAZERES SUR GARONNE,31,135,A,1016,0,1.0,Maison,72.0,4.0,S,504.0
1,31/01/2024,Vente,645000.0,3.0,,0070,ANCIEN CHEMIN D'AIGRE,16140.0,AMBERAC,16,8,AE,205,0,3.0,Dépendance,0.0,0.0,S,3155.0
1,13/06/2024,Vente,242000.0,,RES,A188,LES TERRASSES DU PORT,34200.0,SETE,34,301,AM,490,1,3.0,Dépendance,0.0,0.0,,
1,12/04/2024,Vente,13000.0,11.0,GR,0080,GRANDE RUE,88300.0,CERTILLEUX,88,83,ZD,257,0,3.0,Dépendance,0.0,0.0,S,254.0
1,05/02/2024,Vente,1272000.0,700.0,CHE,7430,DE PONSEROT,13840.0,ROGNES,13,82,BC,197,0,3.0,Dépendance,0.0,0.0,S,1000.0
1,29/05/2024,Vente,116950.0,2203.0,RTE,0075,DES GRANDES ALPES,74110.0,MORZINE,74,191,AC,569,1,3.0,Dépendance,0.0,0.0,,
1,17/05/2024,Vente,540000.0,74.0,RUE,1769,COLBERT,59800.0,LILLE,59,350,NR,51,0,3.0,Dépendance,0.0,0.0,S,199.0
1,17/05/2024,Vente,308900.0,16.0,CHE,0029,DES CHIRONS,86800.0,SEVRES ANXAUMONT,86,261,AB,44,0,3.0,Dépendance,0.0,0.0,AG,2950.0
1,09/01/2024,Vente,425400.0,2.0,,B313,THIOLLIER,42440.0,NOIRETABLE,42,159,G,919,0,1.0,Maison,180.0,5.0,S,543.0
1,29/01/2024,Vente,7075694.0,11.0,RUE,1666,DES COTES D AUTY,92700.0,COLOMBES,92,25,BF,142,1,2.0,Appartement,80.0,4.0,,
1,30/01/2024,Vente,188000.0,23.0,RUE,1105,DE CONCARNEAU,29200.0,BREST,29,19,AW,180,0,3.0,Dépendance,0.0,0.0,S,433.0
1,16/04/2024,Vente,1226028.4,52.0,RUE,0270,DU BOIS BELIN,64600.0,ANGLET,64,24,BZ,580,0,1.0,Maison,216.0,7.0,S,732.0
1,21/06/2024,Vente,21000.0,220.0,AV,0081,DES HESPERIDES,34540.0,BALARUC LES BAINS,34,23,AD,916,1,3.0,Dépendance,0.0,0.0,,
1,12/06/2024,Vente,380000.0,1.0,BD,4160,VICTOR TUBY,6400.0,CANNES,06,29,BS,26,1,2.0,Appartement,69.0,3.0,,
1,14/06/2024,Vente,199000.0,28.0,BD,0045,DU 14 JUILLET,66420.0,LE BARCARES,66,17,AZ,562,1,1.0,Maison,49.0,3.0,,
1,18/03/2024,Vente,40000.0,27.0,GR,0058,GRANDE RUE,60620.0,ROSOY EN MULTIEN,60,548,B,520,1,3.0,Dépendance,0.0,0.0,,
1,12/04/2024,Vente,185000.0,26.0,RUE,1360,DE LA TRECHERIE,72300.0,PRECIGNE,72,244,AN,11,0,3.0,Dépendance,0.0,0.0,S,1000.0
1,22/03/2024,Vente,130000.0,30.0,RUE,5320,DE LA MAILLERAYE,76600.0,LE HAVRE,76,351,IB,13,1,2.0,Appartement,61.0,3.0,,
1,16/01/2024,Vente,275000.0,93.0,RUE,0520,DE LA VERDELLE,45430.0,MARDIE,45,194,ZC,123,0,3.0,Dépendance,0.0,0.0,S,350.0
1,28/03/2024,Vente,250000.0,2.0,RUE,0255,PORTE DE MONTPELLIER,34630.0,SAINT-THIBERY,34,289,AB,540,0,1.0,Maison,112.0,5.0,S,180.0
1,13/03/2024,Vente,130000.0,4.0,RUE,1013,ANDRE BOURVIL,27190.0,CONCHES EN OUCHE,27,165,A,923,0,1.0,Maison,95.0,4.0,S,369.0
1,26/02/2024,Vente,284975.7,16.0,RUE,5610,MAURICE RAVEL,59650.0,VILLENEUVE-D'ASCQ,59,9,NO,579,0,1.0,Maison,67.0,5.0,S,173.0
1,03/01/2024,Vente,81000.0,3.0,RUE,0460,DU GUE,44410.0,LA CHAPELLE DES MARAIS,44,30,AE,166,0,3.0,Dépendance,0.0,0.0,S,80.0
1,26/03/2024,Vente,452000.0,8.0,RUE,2045,DE LA LIBERATION,6150.0,CANNES,06,29,AI,233,1,2.0,Appartement,75.0,4.0,,
1,12/04/2024,Vente,306000.0,300.0,CHE,3330,DE LA SUQUETTE,6600.0,ANTIBES,06,4,EM,34,1,3.0,Dépendance,0.0,0.0,,
1,28/03/2024,Vente,265000.0,36.0,AV,6227,SIMONE VEIL,6200.0,NICE,06,88,OH,414,2,2.0,Appartement,72.0,3.0,,
1,15/01/2024,Vente,892800.0,234.0,CHE,0200,DES BELLES PIERRES,83740.0,LA CADIERE D AZUR,83,27,G,716,0,3.0,Dépendance,0.0,0.0,AG,1652.0
1,21/03/2024,Vente,189000.0,3.0,RUE,0087,DES BRUMES LACTEES,95800.0,CERGY,95,127,EI,8,1,3.0,Dépendance,0.0,0.0,,
1,21/02/2024,Vente,360000.0,2228.0,BD,0995,FRONT DE MER,83400.0,HYERES,83,69,IH,18,1,3.0,Dépendance,0.0,0.0,,
1,20/06/2024,Vente,115000.0,440.0,RUE,3015,DE L ESPOIR,30900.0,NIMES,30,189,KR,396,1,2.0,Appartement,76.0,3.0,,
1,26/06/2024,Vente,251800.0,252.0,RTE,0003,DE FONTPEYRE,82200.0,BOUDOU,82,19,B,2271,0,3.0,Dépendance,0.0,0.0,S,1000.0
1,16/04/2024,Vente,76500.0,46.0,AV,1560,DES CHAMPS PERDRIX,21000.0,DIJON,21,231,EM,11,2,3.0,Dépendance,0.0,0.0,,
1,21/06/2024,Vente,76000.0,71.0,RUE,0280,DU COULMIER,55100.0,VERDUN,55,545,BY,157,1,3.0,Dépendance,0.0,0.0,,
1,28/06/2024,Vente,240000.0,74.0,CRS,7505,VITTON,69006.0,LYON 6EME,69,386,AP,91,2,2.0,Appartement,49.0,2.0,,
1,23/03/2024,Vente,40000.0,260.0,,B095,HAMEAU DE VILLAINES,58200.0,POUGNY,58,213,ZB,196,0,1.0,Maison,53.0,3.0,S,723.0
1,06/02/2024,Vente,152000.0,28.0,AV,9651,VICTOR HUGO,92140.0,CLAMART,92,23,AE,72,2,3.0,Dépendance,0.0,0.0,,
1,02/02/2024,Vente,240000.0,9010.0,AV,4511,JEAN MONNET,17000.0,LA ROCHELLE,17,300,HH,111,2,3.0,Dépendance,0.0,0.0,,
1,06/05/2024,Vente,16000.0,6.0,RUE,1440,DE CONSTANTINE,72000.0,LE MANS,72,181,CW,38,1,3.0,Dépendance,0.0,0.0,,
1,15/06/2024,Vente,40000.0,77.0,RUE,0320,DE BOURGOGNE,3000.0,MOULINS,03,190,AN,105,5,3.0,Dépendance,0.0,0.0,,
1,16/01/2024,Vente,192000.0,10.0,RUE,0103,DE LA MARNE,33123.0,LE VERDON SUR MER,33,544,AL,138,0,1.0,Maison,75.0,4.0,S,410.0
1,26/04/2024,Vente,35000.0,17.0,RUE,0400,MARIE POIROT,88240.0,LA VOGE-LES-BAINS,88,29,AD,477,1,3.0,Dépendance,0.0,0.0,,
1,21/06/2024,Vente,160000.0,8.0,MAIL,0212,DU CDT JACQUES Y. COUSTEAU,35310.0,MORDELLES,35,196,YA,250,1,3.0,Dépendance,0.0,0.0,,
1,15/02/2024,Vente,146000.0,2.0,RUE,1652,DE LA CHAUSSEE FERREE,14000.0,CAEN,14,118,LR,17,1,3.0,Dépendance,0.0,0.0,,
1,29/01/2024,Vente,562100.0,6.0,RTE,0045,DE DOLE,39120.0,VILLERS-ROBERT,39,571,ZA,137,0,3.0,Dépendance,0.0,0.0,S,3178.0
1,01/03/2024,Vente,4141500.0,162.0,RTE,0030,D'ANNECY,74350.0,ALLONZIER-LA-CAILLE,74,6,A,1803,1,2.0,Appartement,119.0,5.0,,
1,28/03/2024,Vente,222750.0,49.0,RUE,7135,PAUL HOCHART,94240.0,L'HAY-LES-ROSES,94,38,J,75,2,2.0,Appartement,44.0,2.0,,
1,29/03/2024,Vente,40000.0,10.0,,A045,ETOURNEAU,36220.0,MARTIZAY,36,113,BY,76,0,3.0,Dépendance,0.0,0.0,S,580.0
1,30/04/2024,Vente,42140000.0,101.0,AV,5178,LOUIS ROCHE,92230.0,GENNEVILLIERS,92,36,P,248,0,4.0,Local industriel. commercial ou assimilé,1460.0,0.0,S,9507.0
1,29/04/2024,Vente,320000.0,210.0,RUE,3682,MAX MOUSSERON,34000.0,MONTPELLIER,34,172,CE,309,2,3.0,Dépendance,0.0,0.0,,
1,05/04/2024,Vente,128000.0,8.0,RUE,0003,LA FONTAINE DU BARRY BAS,46600.0,MONTVALENT,46,208,AP,244,0,1.0,Maison,85.0,3.0,S,185.0
1,27/06/2024,Vente,10814215.0,32.0,RUE,1989,D EDEN,97435.0,SAINT-PAUL,974,15,CT,2791,0,3.0,Dépendance,0.0,0.0,L,200.0
1,24/06/2024,Vente,569700.0,3.0,RUE,0440,DES PATIS,78690.0,SAINT-REMY-L HONORE,78,576,AK,110,0,1.0,Maison,138.0,4.0,AB,1285.0
1,07/05/2024,Vente,35000.0,2.0,RUE,0910,DE BETHMANN,33000.0,BORDEAUX,33,63,ID,390,1,3.0,Dépendance,0.0,0.0,,
1,24/06/2024,Vente,90000.0,21.0,RUE,0065,LABADIE,65270.0,SAINT-PE-DE-BIGORRE,65,395,AB,89,0,1.0,Maison,180.0,5.0,S,111.0
1,14/02/2024,Vente,370000.0,58.0,CRS,4220,DE LA LIBERTE,69003.0,LYON 3EME,69,383,AL,16,3,3.0,Dépendance,0.0,0.0,,
1,03/06/2024,Vente,342000.0,179.0,CHE,0110,DE L'ECOLE,74160.0,FEIGERES,74,124,AI,686,2,3.0,Dépendance,0.0,0.0,,
1,11/01/2024,Vente,180000.0,11.0,RUE,0120,DU FIL,56500.0,LOCMINE,56,117,AC,450,0,4.0,Local industriel. commercial ou assimilé,50.0,0.0,S,98.0
1,08/02/2024,Vente,2283000.0,24.0,RUE,4650,DE RICHEBOURG,72000.0,LE MANS,72,181,DH,193,0,4.0,Local industriel. commercial ou assimilé,41.0,0.0,S,98.0
1,22/01/2024,Vente,171570.0,1.0,RES,A005,LA CROISEE DU SUD,59155.0,FACHES-THUMESNIL,59,220,AO,41,2,2.0,Appartement,68.0,3.0,,
1,12/02/2024,Vente,135000.0,133.0,RES,A736,LES JARDINS DE SAUXMARAIS,50110.0,CHERBOURG-EN-COTENTIN,50,129,BD,451,1,2.0,Appartement,66.0,3.0,,
