No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Section,No plan,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain
1,05/01/2024,Vente,465000.0,224.0,AV,0931,DU ROI,6250.0,MOUGINS,06,85,DH,4,1,3.0,Dépendance,0.0,0.0,,
1,06/03/2024,Vente,277000.0,12.0,RUE,0840,BERBISEY,21000.0,DIJON,21,231,BP,200,5,3.0,Dépendance,0.0,0.0,,
1,28/03/2024,Vente,955495.0,515.0,RTE,0735,DU TRAM,74270.0,FRANGY,74,131,C,661,0,2.0,Appartement,25.0,1.0,S,505.0
1,06/03/2024,Vente,417319.0,33.0,AV,3988,DU PDT SALVADOR ALLENDE,91300.0,MASSY,91,377,BO,196,1,2.0,Appartement,93.0,5.0,,
1,02/04/2024,Vente,272000.0,33.0,AV,0600,MASSENAT DEROCHE,91460.0,MARCOUSSIS,91,363,AH,148,0,1.0,Maison,64.0,3.0,S,324.0
1,25/04/2024,Vente,978350.0,21.0,ALL,1920,CHARLES DE FITTE,31300.0,TOULOUSE,31,555,AH,677,2,2.0,Appartement,209.0,6.0,,
1,22/03/2024,Vente,195200.0,16.0,RUE,0060,DE L EGLISE,54800.0,BRUVILLE,54,103,ZM,35,0,1.0,Maison,111.0,4.0,S,500.0
1,29/03/2024,Vente,14000.0,42.0,RUE,0025,DE LA GARAUDE,70130.0,NOIDANS-LE-FERROUX,70,387,A,606,0,1.0,Maison,70.0,2.0,S,441.0
1,19/04/2024,Vente,106000.0,206.0,ART,1010,ANC RTE DE BEDARIEUX VC 4,34500.0,BEZIERS,34,32,OW,736,2,2.0,Appartement,44.0,2.0,,
1,08/01/2024,Vente,24700.0,9.0,RUE,2090,SAINT SEVER,34300.0,AGDE,34,3,LI,242,1,2.0,Appartement,15.0,1.0,,
1,28/06/2024,Vente,46000.0,7.0,RUE,0940,FOURNERIS,3300.0,CUSSET,03,95,BT,239,4,3.0,Dépendance,0.0,0.0,,
1,05/01/2024,Vente,1018000.0,3.0,AV,9151,DE TAILLEBOURG,75011.0,PARIS 11,75,111,CN,36,2,2.0,Appartement,100.0,4.0,,
1,25/04/2024,Vente,570000.0,148.0,AV,8160,DE LA REPUBLIQUE,92120.0,MONTROUGE,92,49,T,16,2,3.0,Dépendance,0.0,0.0,,
2,05/02/2024,Echange,5000.0,2.0,CHEM,0263,DE LA FABRIQUE,34690.0,FABREGUES,34,95,AE,276,1,3.0,Dépendance,0.0,0.0,,
1,14/05/2024,Vente,76000.0,486.0,RTE,0034,DE COLMARE,76690.0,YQUEBEUF,76,756,B,358,0,3.0,Dépendance,0.0,0.0,AG,2319.0
1,13/02/2024,Vente,12871500.0,2.0,ALL,0579,GALABERT,97419.0,LA POSSESSION,974,8,AP,1441,0,3.0,Dépendance,0.0,0.0,S,4936.0
1,16/05/2024,Vente,51850.0,5065.0,,A127,IMM SOYOUZ VANGUARD,73300.0,VILLAREMBERT,73,318,C,1711,2,3.0,Dépendance,0.0,0.0,,
1,18/03/2024,Vente,40400.0,29.0,AV,1175,DU MARECHAL LECLERC,79200.0,PARTHENAY,79,202,AS,237,4,3.0,Dépendance,0.0,0.0,,
1,27/05/2024,Vente,1000.0,22.0,RUE,3854,FREMICOURT,75015.0,PARIS 15,75,115,DF,90,1,2.0,Appartement,57.0,3.0,,
1,07/05/2024,Vente,40000.0,5058.0,,B021,LE BESSET,63890.0,SAINT-AMANT-ROCHE-SAVINE,63,314,ZC,122,0,1.0,Maison,112.0,5.0,S,260.0
1,30/05/2024,Vente,138400.0,7188.0,,B141,LES TRABUCS,4190.0,LES MEES,04,116,D,297,0,1.0,Maison,70.0,3.0,S,120.0
1,12/03/2024,Vente,47025.0,7.0,RUE,0040,D ARRAS,62260.0,CAUCHY-A-LA-TOUR,62,217,AD,148,0,3.0,Dépendance,0.0,0.0,S,402.0
1,05/04/2024,Vente,185950.0,855.0,RUE,0510,ROGER SALENGRO,59460.0,JEUMONT,59,324,AH,297,0,1.0,Maison,104.0,4.0,J,1576.0
1,18/03/2024,Vente,95000.0,11.0,RTE,0620,DE DOULLENS,80100.0,ABBEVILLE,80,1,AH,192,1,3.0,Dépendance,0.0,0.0,,
1,17/06/2024,Vente,185000.0,29.0,RUE,2200,POITEVINE,81200.0,MAZAMET,81,163,AH,174,0,1.0,Maison,208.0,7.0,S,369.0
1,02/02/2024,Vente,176500.0,45.0,AV,0069,ERNEST LEOTARD,11150.0,BRAM,11,49,AB,161,0,1.0,Maison,155.0,5.0,S,959.0
1,12/04/2024,Vente,220000.0,24.0,AV,0391,DESBASSYNS,97490.0,SAINT DENIS,974,11,AZ,215,0,3.0,Dépendance,0.0,0.0,S,360.0
1,11/06/2024,Vente,175000.0,34.0,RUE,0530,DES MARAIS,45190.0,BEAUGENCY,45,28,C,975,0,1.0,Maison,110.0,5.0,S,188.0
1,29/01/2024,Vente,390000.0,12.0,RUE,0330,D'HARDILLIERE,60340.0,ST LEU D ESSERENT,60,584,AH,254,0,3.0,Dépendance,0.0,0.0,S,816.0
1,12/03/2024,Vente,1390000.0,9.0,AV,0770,GENERAL MAC CROSKEY,64200.0,BIARRITZ,64,122,AA,23,2,2.0,Appartement,20.0,1.0,,
1,17/01/2024,Vente,720000.0,47.0,RTE,0670,DE LA PLAGE,29940.0,LA FORET-FOUESNANT,29,57,AR,40,0,1.0,Maison,205.0,7.0,AG,614.0
1,23/04/2024,Vente,100000.0,10.0,RUE,0044,DE MONSVILLE,2260.0,ROCQUIGNY,02,650,AL,131,0,1.0,Maison,96.0,4.0,S,446.0
1,29/04/2024,Vente,45000.0,16.0,RUE,0173,DES FOSSES,23500.0,FELLETIN,23,79,AL,4,0,3.0,Dépendance,0.0,0.0,S,200.0
1,10/06/2024,Vente,160000.0,3.0,,B308,L ESPERANCE,49280.0,LA SEGUINIERE,49,332,AE,213,0,1.0,Maison,87.0,4.0,S,500.0
1,04/04/2024,Vente,136600.0,995.0,RUE,0459,DU MONT JOLY,74170.0,SAINT GERVAIS LES BAINS,74,236,H,3594,3,3.0,Dépendance,0.0,0.0,,
1,21/02/2024,Vente,158550.0,61.0,BD,0710,CHARLES PEGUY,28000.0,CHARTRES,28,85,CZ,141,1,3.0,Dépendance,0.0,0.0,,
1,28/05/2024,Vente,110000.0,9.0,RUE,1130,VICTOR HUGO,69700.0,GIVORS,69,91,AO,15,1,3.0,Dépendance,0.0,0.0,,
1,16/05/2024,Vente,396000.0,184.0,RUE,6168,PHILIPPE MAUPAS,30000.0,NIMES,30,189,HM,128,1,4.0,Local industriel. commercial ou assimilé,24.0,0.0,,
1,08/03/2024,Vente,85000.0,9.0,RUE,1410,RAOUL ROCHETTE,18200.0,SAINT-AMAND-MONTROND,18,197,CE,197,0,3.0,Dépendance,0.0,0.0,S,84.0
1,10/06/2024,Vente,88000.0,3.0,RUE,0080,DE L ARBALETE,71400.0,AUTUN,71,14,AI,35,2,3.0,Dépendance,0.0,0.0,,
1,22/02/2024,Vente,355582.5,26.0,RUE,7528,DU PLATEAU,75019.0,PARIS 19,75,119,EK,73,3,3.0,Dépendance,0.0,0.0,,
1,19/02/2024,Vente,265000.0,310.0,CHE,0951,DE LA COCHONNIERE,14140.0,LIVAROT-PAYS-D'AUGE,14,371,B,337,0,1.0,Maison,135.0,5.0,S,500.0
1,13/01/2024,Vente,217000.0,277.0,AV,2980,DE VERDUN,36000.0,CHATEAUROUX,36,44,BP,268,0,3.0,Dépendance,0.0,0.0,S,500.0
1,31/05/2024,Vente,590070.0,1060.0,RTE,0014,DE BEFFAY,74130.0,GLIERES-VAL-DE-BORNE,74,212,AB,219,0,1.0,Maison,135.0,7.0,P,3886.0
1,21/03/2024,Vente,62000.0,1.0,RUE,2390,GD RABBIN HAGUENAUER,54000.0,NANCY,54,395,BX,293,1,3.0,Dépendance,0.0,0.0,,
2,27/06/2024,Vente,70000.0,307.0,CHE,0380,JEAN MOULIN,69550.0,SAINT JEAN LA BUSSIERE,69,214,C,648,0,3.0,Dépendance,0.0,0.0,,
1,22/04/2024,Vente,220000.0,1080.0,RTE,0026,DE LA FORET DE BOURSE,61170.0,MARCHEMAISONS,61,251,ZE,48,0,3.0,Dépendance,0.0,0.0,S,3143.0
1,22/03/2024,Vente,540000.0,9001.0,RLE,0262,DE LA PLAGE,17840.0,LA BREE LES BAINS,17,486,E,3675,0,1.0,Maison,90.0,4.0,S,400.0
1,26/04/2024,Vente,68000.0,31.0,RUE,0053,DE LA MAIRIE,35133.0,PARIGNE,35,215,AB,209,0,3.0,Dépendance,0.0,0.0,J,165.0
1,17/06/2024,Vente,200000.0,1.0,AV,1415,CARNOT,94230.0,CACHAN,94,16,B,72,2,3.0,Dépendance,0.0,0.0,,
1,30/01/2024,Vente,259000.0,18.0,RUE,0050,DES BEALIERES,38570.0,TENCIN,38,501,A,427,0,1.0,Maison,92.0,4.0,S,202.0
1,25/06/2024,Vente,135000.0,56.0,RUE,9041,TILSIT,13006.0,MARSEILLE 6EME,13,206,C,90,1,2.0,Appartement,45.0,2.0,,
1,14/05/2024,Vente,264000.0,140.0,RUE,1166,DES CETOINES,34090.0,MONTPELLIER,34,172,BN,190,1,3.0,Dépendance,0.0,0.0,,
1,05/03/2024,Vente,155000.0,6.0,RUE,0185,CORENTIN CELTON,29100.0,DOUARNENEZ,29,46,AN,97,0,1.0,Maison,72.0,3.0,S,180.0
1,13/03/2024,Vente,237500.0,9.0,RUE,1045,IGNACE FRANCOIS BIBAL,64500.0,SAINT-JEAN-DE-LUZ,64,483,AZ,266,1,2.0,Appartement,30.0,1.0,,
1,31/01/2024,Vente,214600.0,181.0,RUE,2030,DU DAHOMEY,83200.0,TOULON,83,137,DP,251,0,3.0,Dépendance,0.0,0.0,S,228.0
1,19/03/2024,Vente,500000.0,344.0,RUE,0021,DES MARAIS,60600.0,AGNETZ,60,7,E,1171,0,3.0,Dépendance,0.0,0.0,J,1294.0
1,22/04/2024,Vente,270000.0,833.0,,2182,QRT DU LION,13127.0,VITROLLES,13,117,BE,347,0,1.0,Maison,94.0,4.0,S,833.0
1,16/02/2024,Vente,281000.0,96.0,RUE,0240,DE LA TRAMONTANE,34290.0,MONTBLANC,34,166,C,1339,0,3.0,Dépendance,0.0,0.0,S,839.0
1,14/03/2024,Vente,300000.0,13.0,RUE,2595,ETIENNE RICHERAND,69003.0,LYON 3EME,69,383,DY,80,2,2.0,Appartement,90.0,4.0,,
1,10/06/2024,Vente,150000.0,10.0,RUE,0107,DE LA ROZIERE,12430.0,VILLEFRANCHE-DE-PANAT,12,299,AB,24,0,1.0,Maison,146.0,5.0,S,393.0
1,07/06/2024,Vente,151800.0,20.0,RUE,0301,DU GREGAOU CARNON,34130.0,MAUGUIO,34,154,EN,24,1,3.0,Dépendance,0.0,0.0,,
1,14/02/2024,Vente,30000.0,2.0,,B062,LA MAROTIERE,79400.0,ST GEORGES DE NOISNE,79,253,C,916,0,1.0,Maison,140.0,5.0,S,825.0
1,14/06/2024,Vente,237110.0,1962.0,,0360,RTE NATIONALE,59310.0,COUTICHES,59,158,B,973,0,1.0,Maison,120.0,4.0,J,127.0
1,19/04/2024,Vente,72000.0,63.0,RUE,3600,DU MAS DE MERLE,34070.0,MONTPELLIER,34,172,IY,153,2,3.0,Dépendance,0.0,0.0,,
1,03/05/2024,Vente,120000.0,5.0,RUE,0290,GABRIEL PERI,78380.0,BOUGIVAL,78,92,AL,11,3,2.0,Appartement,32.0,1.0,,
1,13/02/2024,Vente,387000.0,19.0,RUE,2614,DU DEBARCADERE,75017.0,PARIS 17,75,117,AF,69,2,3.0,Dépendance,0.0,0.0,,
1,27/03/2024,Vente,25500.0,22.0,RUE,0240,D ANDELOT,2100.0,SAINT QUENTIN,02,691,AC,1,2,3.0,Dépendance,0.0,0.0,,
2,23/05/2024,Vente,35000.0,9001.0,RUE,5245,MATISSE,30900.0,NIMES,30,189,EM,22,1,3.0,Dépendance,0.0,0.0,,
1,28/06/2024,Vente,167350.0,2312.0,RUE,0360,DU CHATEAU DE FAYOLLE,16560.0,JAULDES,16,168,ZB,91,0,1.0,Maison,90.0,4.0,AG,562.0
1,19/03/2024,Vente,65000.0,4.0,PL,0850,PENCENS,32100.0,CONDOM,32,107,AO,380,0,2.0,Appartement,47.0,2.0,S,268.0
1,12/01/2024,Vente,4300000.0,1205.0,CHE,0256,DE PEYNIBLOU,6560.0,VALBONNE,06,152,BK,170,0,3.0,Dépendance,0.0,0.0,S,4327.0
1,01/02/2024,Vente,180700.0,22.0,RUE,0235,DE L'INDUSTRIE,42340.0,VEAUCHE,42,323,ZI,1280,2,2.0,Appartement,77.0,3.0,,
1,31/05/2024,Vente,1060000.0,13.0,RUE,5460,LESAGE,51100.0,REIMS,51,454,AW,326,0,3.0,Dépendance,0.0,0.0,S,931.0
1,24/01/2024,Vente,140000.0,6.0,RUE,0168,PAULIN MAUPINOT,8310.0,LA NEUVILLE EN TOURNE A FUY,08,320,F,167,0,1.0,Maison,130.0,5.0,S,595.0
1,31/05/2024,Vente,198900.0,4.0,RUE,5320,PUGET,6100.0,NICE,06,88,LN,548,2,2.0,Appartement,36.0,1.0,,
1,19/03/2024,Vente,130000.0,73.0,,B101,SAUVIN,58800.0,LA COLLANCELLE,58,80,ZL,18,0,1.0,Maison,24.0,2.0,S,6720.0
1,25/06/2024,Vente,100000.0,2.0,PL,1253,DES CHARMILLES,34080.0,MONTPELLIER,34,172,KX,446,1,3.0,Dépendance,0.0,0.0,,
1,15/02/2024,Vente,337820.0,5109.0,,B098,MONTAGNAC EST,46330.0,SAULIAC-SUR-CELE,46,299,A,1154,0,3.0,Dépendance,0.0,0.0,S,3090.0
3,07/03/2024,Vente,3382670.0,16.0,AV,4735,JEAN LOLIVE,93170.0,BAGNOLET,93,6,V,364,0,3.0,Dépendance,0.0,0.0,S,466.0
1,02/04/2024,Vente,155000.0,13.0,AV,3700,RHIN ET DANUBE,64000.0,PAU,64,445,CZ,5,2,3.0,Dépendance,0.0,0.0,,
1,03/05/2024,Vente,428550.0,5208.0,AV,0011,DE CANTELOUP,11600.0,ARAGON,11,11,A,843,0,3.0,Dépendance,0.0,0.0,S,1000.0
1,16/02/2024,Vente,77000.0,19.0,AV,0127,DU VIEUX PONT,66110.0,AMELIE LES BAINS,66,3,A,451,2,2.0,Appartement,50.0,2.0,,
1,27/02/2024,Vente,1515000.0,28.0,RUE,2010,DE LA MARE,93220.0,GAGNY,93,32,BT,526,0,3.0,Dépendance,0.0,0.0,S,350.0
1,14/03/2024,Vente,142000.0,10.0,RUE,0199,TROMPE SOURIS,27220.0,ST ANDRE DE L EURE,27,507,ZC,247,0,1.0,Maison,109.0,5.0,S,542.0
1,31/05/2024,Vente,320000.0,151.0,AV,0220,DES COURCETTES,6220.0,VALLAURIS,06,155,AS,110,2,2.0,Appartement,68.0,3.0,,
1,11/03/2024,Vente,1000000.0,179.0,ALL,0028,DE SAINTE CLAIRE,76880.0,MARTIGNY,76,413,A,672,0,3.0,Dépendance,0.0,0.0,AG,21706.0
1,13/05/2024,Vente,410000.0,18.0,RUE,0350,AMIRAL CECILLE,76100.0,ROUEN,76,540,MZ,42,1,4.0,Local industriel. commercial ou assimilé,12.0,0.0,,
1,18/06/2024,Vente,361000.0,22.0,RUE,1770,PRINGLE,64200.0,BIARRITZ,64,122,AX,32,1,3.0,Dépendance,0.0,0.0,,
1,05/01/2024,Vente,86000.0,9001.0,RES,A050,DE LA VALLEE,72400.0,LA FERTE BERNARD,72,132,BK,44,2,2.0,Appartement,74.0,4.0,,
1,29/02/2024,Vente,114000.0,5.0,SQ,0265,ANDRE CHENIER,34080.0,MONTPELLIER,34,172,KV,367,2,2.0,Appartement,39.0,2.0,,
1,30/01/2024,Vente,1797150.0,22.0,RUE,1620,DU JOINTO,56000.0,VANNES,56,260,BY,248,0,1.0,Maison,260.0,6.0,S,775.0
1,18/03/2024,Vente,310000.0,5.0,RUE,0290,DE LA FONTAINE DES FRERES,74160.0,SAINT-JULIEN-EN-GENEVOIS,74,243,BD,1,2,3.0,Dépendance,0.0,0.0,,
1,10/01/2024,Vente,581000.0,126.0,RUE,0140,FAIDHERBE,59211.0,SANTES,59,553,AI,110,0,1.0,Maison,143.0,5.0,S,399.0
1,31/05/2024,Vente,1312850.0,13.0,RUE,8570,SOLFERINO,92100.0,BOULOGNE-BILLANCOURT,92,12,BG,95,2,3.0,Dépendance,0.0,0.0,,
1,03/04/2024,Vente,45790000.0,82.0,RUE,0639,BALARD,75015.0,PARIS 15,75,115,ET,26,0,3.0,Dépendance,0.0,0.0,AG,600.0
12,07/03/2024,Vente,511652.0,60.0,AV,8130,DE LA REPUBLIQUE,93170.0,BAGNOLET,93,6,AD,59,0,3.0,Dépendance,0.0,0.0,S,2964.0
1,31/01/2024,Vente,92875.0,3.0,RUE,6640,PAUL CABET,21000.0,DIJON,21,231,BO,196,5,2.0,Appartement,78.0,4.0,,
1,17/05/2024,Vente,120000.0,5.0,,B049,AVAUGOUR,22720.0,SAINT-PEVER,22,322,ZB,57,0,3.0,Dépendance,0.0,0.0,S,1040.0
1,21/05/2024,Vente,410000.0,5393.0,,B135,EN RYS,74500.0,LUGRIN,74,154,AE,40,0,1.0,Maison,74.0,4.0,S,797.0
1,15/01/2024,Vente,230500.0,,RUE,0224,TAGERET,14540.0,SOLIERS,14,675,BC,227,0,4.0,Local industriel. commercial ou assimilé,0.0,0.0,S,16.0
1,06/06/2024,Vente,97000.0,29.0,AV,0152,GEORGES CLEMENCEAU,63240.0,MONT-DORE,63,236,AB,475,2,2.0,Appartement,39.0,2.0,,
1,26/02/2024,Vente,105500.0,20.0,RUE,0189,DES EBISOIRES,78370.0,PLAISIR,78,490,AH,19,2,2.0,Appartement,31.0,1.0,,
1,21/03/2024,Vente,237700.0,3.0,RUE,0016,DU CHATEAU,25300.0,CHAFFOIS,25,110,AC,172,1,3.0,Dépendance,0.0,0.0,,
1,21/02/2024,Vente,198000.0,17.0,ALL,0139,DES AROMATES,59493.0,VILLENEUVE-D'ASCQ,59,9,NP,711,0,3.0,Dépendance,0.0,0.0,S,186.0
1,12/01/2024,Vente,268000.0,3.0,,B797,PRADELAN,44410.0,ASSERAC,44,6,ZC,189,0,1.0,Maison,104.0,5.0,S,500.0
1,22/03/2024,Vente,13000.0,95.0,RUE,5160,DE VESOUL,25000.0,BESANCON,25,56,HT,14,1,3.0,Dépendance,0.0,0.0,,
1,12/02/2024,Vente,16000.0,51.0,RUE,0308,DES FOUGERES,88800.0,VITTEL,88,516,AL,322,0,3.0,Dépendance,0.0,0.0,S,28.0
1,27/05/2024,Vente,240000.0,61.0,RUE,0405,AUVRAY,72000.0,LE MANS,72,181,CX,1,0,2.0,Appartement,45.0,2.0,S,188.0
1,12/06/2024,Vente,155000.0,131.0,RUE,0030,D ALGER,69400.0,VILLEFRANCHE,69,264,AC,977,0,1.0,Maison,78.0,5.0,S,202.0
1,19/03/2024,Vente,312000.0,90.0,AV,8718,DE SAINT OUEN,75018.0,PARIS 18,75,118,AH,1,2,3.0,Dépendance,0.0,0.0,,
1,13/06/2024,Vente,95000.0,61.0,BD,0110,ANATOLE FRANCE,86000.0,POITIERS,86,194,EK,25,2,3.0,Dépendance,0.0,0.0,,
1,14/03/2024,Vente,57000.0,5.0,RUE,0180,DE LA MADELEINE,22210.0,LA CHEZE,22,39,B,324,0,4.0,Local industriel. commercial ou assimilé,26.0,0.0,S,335.0
1,05/06/2024,Vente,350000.0,14.0,CRS,1350,VINCENT,28200.0,CHATEAUDUN,28,88,AO,385,0,2.0,Appartement,26.0,1.0,S,505.0
1,11/03/2024,Vente,40000.0,4.0,RUE,8609,SAINT FIACRE,75002.0,PARIS 02,75,102,AH,39,1,3.0,Dépendance,0.0,0.0,,
1,31/05/2024,Vente,398000.0,294.0,BD,0785,GARNAULT,83500.0,LA SEYNE SUR MER,83,126,BM,638,0,2.0,Appartement,55.0,3.0,S,360.0
1,25/03/2024,Vente,57268.57,48.0,IMP,1335,RENE CHARLES BOURMAULT,53600.0,EVRON,53,97,AH,20,0,1.0,Maison,82.0,4.0,S,481.0
1,13/03/2024,Vente,100000.0,2.0,RUE,0090,DE LEUVRIGNY,51260.0,SARON-SUR-AUBE,51,524,C,1079,0,3.0,Dépendance,0.0,0.0,S,861.0
1,16/02/2024,Vente,340630.0,406.0,CHE,0616,ST JEAN PAPE,6530.0,CABRIS,06,26,C,825,0,1.0,Maison,96.0,4.0,AG,1000.0
1,05/04/2024,Vente,278000.0,12.0,RUE,0023,DU BELLOCH,66760.0,BOURG-MADAME,66,25,AI,214,1,2.0,Appartement,45.0,1.0,,
1,28/02/2024,Vente,359500.0,13.0,CHE,0998,NEUF LA MONTAGNE,97417.0,SAINT DENIS,974,11,EK,6,0,1.0,Maison,95.0,4.0,S,831.0
1,30/01/2024,Vente,64100.0,5002.0,,B022,PLA DE LA CREU,66210.0,BOLQUERE,66,20,AH,13,1,4.0,Local industriel. commercial ou assimilé,33.0,0.0,,
1,25/03/2024,Vente,318500.0,43.0,AV,0570,DE LA GARE,74100.0,ANNEMASSE,74,12,A,2528,2,2.0,Appartement,83.0,4.0,,
1,28/06/2024,Vente,180000.0,276.0,RUE,0281,DES MOULINS DU CHAFFAULT,44310.0,ST-PHILBERT-DE-GRAND-LIEU,44,188,AT,323,0,2.0,Appartement,120.0,5.0,S,470.0
1,23/02/2024,Vente,326000.0,39.0,RUE,0962,DE LA SOULANE,6250.0,MOUGINS,06,85,CM,172,1,2.0,Appartement,66.0,3.0,,
1,15/05/2024,Vente,248215.33,38.0,RUE,4638,DE LA REGLE,79000.0,NIORT,79,191,DZ,17,0,1.0,Maison,212.0,6.0,S,760.0
1,24/06/2024,Vente,16000.0,9001.0,RES,A600,LA MOUCHETIERE,45140.0,ST JEAN DE LA RUELLE,45,285,AV,665,1,3.0,Dépendance,0.0,0.0,,
1,06/03/2024,Vente,450000.0,16.0,AV,0020,DES ALLIES,77320.0,FERTE-GAUCHER (LA),77,182,E,1420,0,4.0,Local industriel. commercial ou assimilé,351.0,0.0,S,517.0
1,26/01/2024,Vente,189000.0,16.0,AV,0120,DES ALGUES,44500.0,LA BAULE-ESCOUBLAC,44,55,BP,421,1,3.0,Dépendance,0.0,0.0,,
1,14/06/2024,Vente,150000.0,2.0,PL,4720,DES LUTINS,13380.0,PLAN DE CUQUES,13,75,BE,16,2,3.0,Dépendance,0.0,0.0,,
1,01/02/2024,Vente,25000.0,24.0,RUE,1380,DES LILAS,86170.0,NEUVILLE-DE-POITOU,86,177,BB,165,1,4.0,Local industriel. commercial ou assimilé,12.0,0.0,,
1,13/03/2024,Vente,428500.0,3.0,RES,A014,L'ORTU DI L'OSU,20137.0,LECCI,2A,139,A,956,1,2.0,Appartement,95.0,4.0,,
1,03/06/2024,Vente en l'état futur d'achèvement,738906.0,30.0,RUE,9614,DE LA VARENNE,94100.0,SAINT-MAUR-DES-FOSSES,94,68,O,190,1,3.0,Dépendance,0.0,0.0,,
1,05/06/2024,Vente,540000.0,44.0,RUE,1900,FONTGIEVE,63000.0,CLERMONT FERRAND,63,113,IW,40,0,2.0,Appartement,48.0,3.0,S,172.0
1,27/03/2024,Vente,41000.0,12.0,RUE,0550,DU TETON DE VENUS,15300.0,LAVEISSIERE,15,101,AD,6,1,2.0,Appartement,35.0,1.0,,
1,30/05/2024,Vente,63000.0,18.0,RTE,0003,DE PARIS,27570.0,ACON,27,2,B,619,0,3.0,Dépendance,0.0,0.0,S,686.0
1,26/01/2024,Vente,212000.0,8.0,RUE,0062,DE LA TRINITE,44360.0,VIGNEUX DE BRETAGNE,44,217,AZ,97,0,1.0,Maison,83.0,3.0,S,420.0
1,17/04/2024,Vente,245000.0,5191.0,,B328,LA HAUTE FOLIE,35150.0,BOISTRUDAN,35,28,ZO,61,0,3.0,Dépendance,0.0,0.0,S,790.0
10,07/03/2024,Vente,4014423.0,2.0,RUE,0640,DE LA BARRE NOUVELLE,93170.0,BAGNOLET,93,6,O,305,0,3.0,Dépendance,0.0,0.0,S,50783.0
1,26/03/2024,Vente,325000.0,6.0,RUE,2370,GABRIEL FAURE,44600.0,SAINT-NAZAIRE,44,184,DE,199,2,2.0,Appartement,110.0,6.0,,
1,21/05/2024,Vente,485000.0,4.0,RUE,0180,DU GD MARAIS,59780.0,WILLEMS,59,660,A,2577,0,3.0,Dépendance,0.0,0.0,S,811.0
1,13/05/2024,Vente,270000.0,17.0,RTE,0570,DE LA MARCAZIERE,86340.0,NIEUIL-L'ESPOIR,86,178,A,202,0,1.0,Maison,84.0,3.0,S,1476.0
1,13/06/2024,Vente,222000.0,29.0,AV,0352,DES VOLCANS,63670.0,LE CENDRE,63,69,AI,409,0,1.0,Maison,91.0,4.0,S,240.0
1,19/06/2024,Vente,225000.0,26.0,RUE,1047,VICTOR SCHOELCHER,91160.0,SAULX-LES-CHARTREUX,91,587,ZB,403,1,3.0,Dépendance,0.0,0.0,,
1,31/01/2024,Vente,102000.0,20.0,RES,A065,MEDITERRAMA,11560.0,FLEURY,11,145,BT,351,1,2.0,Appartement,54.0,3.0,,
1,22/05/2024,Vente,125000.0,535.0,,B014,LE BAS DE NEUVILLE,61260.0,CETON,61,79,P,307,0,4.0,Local industriel. commercial ou assimilé,375.0,0.0,S,1315.0
1,24/01/2024,Vente,589000.0,6006.0,,B180,VIGNE GRANDE,46700.0,PUY-L EVEQUE,46,231,B,1745,0,3.0,Dépendance,0.0,0.0,S,679.0
1,13/05/2024,Vente,47250.0,163.0,BD,0039,LEON SAUVAN,6690.0,TOURRETTE-LEVENS,06,147,B,1375,1,3.0,Dépendance,0.0,0.0,,
1,13/05/2024,Vente,225665.0,,,B216,DAUBE,97118.0,SAINT FRANCOIS,971,25,BH,172,1,2.0,Appartement,25.0,1.0,,
1,29/06/2024,Vente,120000.0,9.0,RUE,1420,MELCHIOR DE VOGUE,7100.0,ANNONAY,07,10,AM,24,1,2.0,Appartement,119.0,3.0,,
1,29/04/2024,Vente,145000.0,6.0,RUE,1050,GAMBETTA,42400.0,SAINT-CHAMOND,42,207,BZ,51,3,4.0,Local industriel. commercial ou assimilé,59.0,0.0,,
1,29/03/2024,Vente,152970.0,17.0,RUE,0665,LOUIS ARAGON,69120.0,VAULX EN VELIN,69,256,AP,63,1,3.0,Dépendance,0.0,0.0,,
1,24/04/2024,Vente,420000.0,103.0,AV,3120,EDOUARD VAILLANT,92100.0,BOULOGNE-BILLANCOURT,92,12,AU,26,1,3.0,Dépendance,0.0,0.0,,
1,11/01/2024,Vente,581000.0,9012.0,RUE,0718,PASTEUR,33290.0,LUDON MEDOC,33,256,AL,169,0,3.0,Dépendance,0.0,0.0,S,561.0
1,02/02/2024,Vente,200000.0,102.0,RTE,8111,DE LA REINE,92100.0,BOULOGNE-BILLANCOURT,92,12,N,41,1,3.0,Dépendance,0.0,0.0,,
1,03/06/2024,Vente,159500.0,68.0,RUE,0550,JOSEPH DUSSAUZE,42240.0,UNIEUX,42,316,AL,20,0,3.0,Dépendance,0.0,0.0,S,966.0
1,27/02/2024,Vente,62300.0,11.0,RUE,0050,DU COLLET,6420.0,ISOLA,06,73,B,551,2,2.0,Appartement,30.0,1.0,,
1,03/06/2024,Vente,898390.0,102.0,AV,0015,ACHILLE PERETTI,92200.0,NEUILLY-SUR-SEINE,92,51,M,62,1,2.0,Appartement,81.0,3.0,,
1,26/06/2024,Vente,27211160.0,58.0,BD,4310,DE GRENELLE,75015.0,PARIS 15,75,115,DK,80,0,2.0,Appartement,27.0,1.0,S,380.0
1,25/04/2024,Vente,255000.0,9.0,RUE,2590,DE METZ,81100.0,CASTRES,81,65,AH,96,0,3.0,Dépendance,0.0,0.0,S,531.0
